-0.617746 -0.786378
0.376003 -0.674734
-0.569808 -0.350015
-0.112542 0.539315
-0.575798 -0.346910
-1.568776 -0.465204
-2.470574 -0.033045
-2.500567 0.966505
-1.723764 1.596248
-2.646337 1.982069
-1.646478 1.965283
-2.576208 1.597041
-3.135241 2.426186
-2.341279 1.818219
-1.881508 2.706256
-2.437550 1.875102
-3.027176 1.067426
-2.027260 1.054464
-1.713037 2.003813
-2.687638 1.779863
-3.248057 0.951653
-2.365490 1.421840
-1.508254 1.936764
-2.020841 1.078129
-2.987522 1.334113
-1.989666 1.268672
-0.992076 1.199282
-0.465068 0.349422
0.507643 0.581438
0.190199 1.529715
1.167016 1.315641
1.898916 1.997054
2.850941 2.303071
2.030048 2.874153
2.694510 3.621475
3.558905 3.118663
3.476781 2.122041
3.184750 3.078449
3.071959 2.084831
2.276794 2.691224
2.752728 3.570705
1.752777 3.560821
1.152890 4.360907
1.802175 5.121452
1.331508 4.239141
1.974665 3.473407
1.099582 3.957380
0.839525 4.922973
1.449679 5.715256
1.336812 6.708866
1.218474 7.701840
2.137048 8.097087
3.133502 8.181234
2.311948 7.611102
2.835763 6.759269
1.957022 7.236569
1.029958 6.861668
2.015955 7.028427
2.526505 6.168579
1.706642 5.596020
2.646428 5.937783
3.369798 5.247322
4.266813 5.689321
4.660883 4.770241
3.958467 4.058475
3.360784 3.256742
4.048719 3.982514
3.059863 3.833637
2.067822 3.707725
2.631081 4.534006
2.458642 5.519026
1.599059 5.008031
1.720849 6.000586
1.809599 6.996640
2.755829 6.673144
2.108763 7.435579
1.221475 7.896795
0.240154 7.704417
-0.696932 7.355320
-1.375731 8.089644
-1.852732 7.210742
-1.746918 8.205127
-2.408572 7.455318
-2.101046 8.406858
-2.803715 7.695341
-2.135433 8.439249
-2.908414 9.073679
-3.860582 9.379255
-3.953048 8.383539
-4.340553 9.305407
-3.634613 10.013679
-3.253613 10.938254
-3.510425 11.904715
-3.491702 10.904890
-2.491709 10.908555
-2.684935 11.889709
-3.502947 12.464910
-2.591845 12.877090
-2.992805 13.793186
-3.065547 14.790537
-4.007703 15.125713
-3.394081 15.915313
-4.266381 16.404283
-5.266049 16.430068
-5.719995 17.321098
-4.793207 16.945514
-5.734530 16.608009
-5.528981 15.629362
-6.528585 15.657497
-5.631112 15.216429
-6.450069 14.642575
-7.372082 15.029735
-8.287654 14.627582
-7.297917 14.770482
-6.427973 14.277331
-7.400366 14.510682
-6.668110 13.829652
-5.965583 13.117995
-5.369946 13.921249
-5.929277 14.750193
-6.904028 14.526896
-7.459200 15.358631
-6.509555 15.671961
-6.051787 16.561033
-5.718391 17.503819
-6.635099 17.104263
-6.646536 16.104328
-7.642225 16.011576
-8.471981 16.569701
-9.338591 17.068689
-9.535980 18.049014
-10.294602 18.700545
-10.516309 19.675658
-9.701971 19.095266
-8.776525 18.716386
-8.659034 17.723312
-9.109201 16.830368
-8.583580 15.979650
-7.585296 15.921093
-7.565073 16.920889
-8.174828 16.128299
-7.684092 15.256990
-6.927332 14.603297
-7.800205 15.091245
-7.996076 14.110615
-7.492980 14.974846
-6.537550 14.679629
-5.590478 15.000652
-6.355446 15.644721
-6.349536 16.644704
-5.374335 16.866021
-4.375152 16.825593
